AST.E_DEF_RATING,AST.E_NET_RATING,AST.E_OFF_RATING,AST.E_PACE,AST.E_REB_PCT,AST.W_PCT,PTS.E_DEF_RATING,PTS.E_NET_RATING,PTS.E_OFF_RATING,PTS.E_PACE,PTS.E_REB_PCT,PTS.W_PCT,REB.E_DEF_RATING,REB.E_NET_RATING,REB.E_OFF_RATING,REB.E_PACE,REB.E_REB_PCT,REB.W_PCT
-0.261,-0.028,0.187,0.275,-0.005,-0.092,0.011,0.06,0.078,0.102,0.105,0.002,0.081,-0.01,-0.086,0.094,0.235,-0.087
-0.033,-0.132,-0.171,-0.062,-0.013,-0.148,-0.262,-0.064,0.135,0.369,-0.129,-0.087,0.127,-0.036,-0.17,-0.129,0.194,-0.05
-0.373,0.005,0.304,-0.075,-0.006,0.07,-0.165,-0.366,-0.379,-0.301,0.019,-0.272,-0.533,-0.476,-0.241,-0.074,-0.137,-0.464
0.069,0.078,0.05,-0.308,-0.143,0.148,0.012,-0.056,-0.08,-0.23,0.119,-0.108,0.131,0.098,0.032,-0.322,0.094,0.017
0.249,0.354,0.307,0.08,-0.07,0.325,0.182,0.237,0.189,0.08,-0.028,0.161,0.254,0.195,0.046,-0.046,-0.004,0.18
-0.227,-0.199,-0.065,0.081,-0.428,-0.239,-0.198,-0.039,0.14,0.057,0.061,-0.105,-0.137,-0.268,-0.26,0.169,-0.416,-0.284
0.087,0.099,0.067,0.369,-0.063,0.203,-0.555,-0.489,-0.215,0.315,0.117,-0.556,-0.294,-0.304,-0.179,-0.01,-0.026,-0.338
-0.009,-0.017,-0.013,0.006,0.189,-0.12,-0.385,-0.043,0.167,0.111,-0.071,-0.023,-0.117,-0.097,-0.053,0.061,-0.045,-0.181
0.155,0.125,0.055,-0.255,-0.02,0.202,-0.007,-0.131,-0.19,-0.134,-0.054,-0.127,-0.048,-0.078,-0.079,-0.066,-0.029,-0.046
-0.008,0.065,0.102,-0.14,-0.105,0.028,-0.198,-0.048,0.091,0.342,-0.157,-0.1,-0.251,-0.275,-0.192,0.321,-0.493,-0.259
0.088,-0.102,-0.208,-0.4,0.465,-0.031,-0.154,-0.055,0.077,0.127,-0.166,-0.088,-0.023,-0.034,-0.017,0.042,-0.179,-0.075
-0.184,-0.08,0.062,0.144,-0.129,-0.118,-0.152,-0.159,-0.068,0.026,-0.085,-0.112,-0.225,0.026,0.244,0.175,-0.225,0.038
-0.214,-0.252,-0.18,0.114,-0.14,-0.2,-0.472,-0.462,-0.268,0.245,-0.033,-0.382,-0.216,-0.326,-0.28,0.261,-0.145,-0.286
0.142,0.164,0.121,0.011,-0.201,0.155,-0.292,-0.425,-0.381,0.307,-0.545,-0.406,-0.152,-0.452,-0.546,-0.187,-0.23,-0.395
0.011,0.04,0.048,0.021,-0.077,-0.016,-0.144,-0.306,-0.318,0.13,-0.319,-0.367,-0.258,-0.483,-0.472,0.262,-0.409,-0.48
-0.081,-0.04,0.003,0.095,-0.178,-0.066,0.037,0.158,0.213,0.209,-0.434,0.064,0.112,0.278,0.339,0.088,-0.181,0.227
0.0,-0.003,-0.004,-0.275,-0.155,-0.015,-0.037,-0.019,0.01,-0.238,0.144,0.014,-0.078,-0.098,-0.057,-0.098,0.042,-0.065
-0.59,-0.542,-0.305,0.141,-0.285,-0.558,-0.165,-0.171,-0.114,0.211,-0.138,-0.146,-0.057,-0.135,-0.157,0.198,0.04,-0.109
0.103,0.07,0.022,-0.174,0.206,0.101,-0.272,-0.184,-0.06,0.099,0.221,-0.135,-0.23,0.015,0.18,0.292,-0.104,0.013
-0.116,-0.297,-0.284,-0.016,-0.152,-0.243,-0.299,-0.129,0.012,0.052,0.093,-0.028,0.38,0.218,0.042,-0.211,0.263,0.226
-0.051,-0.066,-0.046,-0.089,0.016,-0.014,-0.194,-0.209,-0.117,0.294,-0.074,-0.164,0.054,0.346,0.383,0.177,0.198,0.359
-0.12,0.039,0.173,-0.02,0.117,-0.041,-0.137,-0.248,-0.253,0.292,0.091,-0.327,-0.499,-0.314,-0.012,0.291,-0.085,-0.257
0.013,-0.085,-0.134,-0.363,0.037,-0.016,-0.021,-0.116,-0.153,0.065,0.222,-0.093,0.3,0.395,0.33,0.007,0.146,0.388
0.005,0.055,0.076,0.004,0.052,0.157,-0.158,-0.034,0.068,0.066,-0.195,-0.117,0.216,0.111,0.004,0.004,0.098,0.135
0.056,0.186,0.188,0.133,0.179,0.244,-0.301,-0.087,0.146,0.22,0.127,-0.004,-0.118,0.02,0.127,-0.113,-0.079,0.046
-0.195,-0.09,0.013,-0.007,0.036,-0.139,-0.225,-0.204,-0.141,-0.185,-0.013,-0.223,0.011,0.04,0.049,-0.309,0.179,0.129
-0.165,0.13,0.307,0.317,-0.142,0.054,0.219,0.009,-0.172,-0.268,0.084,-0.064,0.132,-0.19,-0.355,-0.189,-0.172,-0.231
-0.033,0.047,0.086,-0.188,0.113,-0.026,0.296,0.43,0.374,0.001,0.315,0.427,0.169,-0.104,-0.242,0.015,-0.008,-0.066
0.167,0.351,0.329,-0.268,0.244,0.287,-0.002,-0.006,-0.004,-0.074,0.059,-0.097,0.057,0.115,0.103,0.137,0.006,0.113
-0.476,-0.278,-0.044,0.057,-0.078,-0.222,0.072,0.102,0.089,0.135,-0.181,0.068,-0.225,0.058,0.241,0.037,0.043,0.147
-0.083,-0.025,0.024,0.237,-0.112,-0.016,0.048,0.033,0.01,-0.043,0.145,0.025,-0.357,-0.275,-0.127,0.267,-0.364,-0.259
-0.077,-0.017,0.04,-0.007,-0.004,-0.005,-0.226,-0.207,-0.082,-0.133,-0.051,-0.222,-0.178,-0.187,-0.098,0.174,-0.327,-0.18
-0.063,0.029,0.081,-0.144,-0.127,0.032,0.442,0.563,0.541,-0.264,0.118,0.563,-0.29,-0.035,0.13,-0.011,-0.314,-0.115
-0.227,-0.17,-0.05,0.097,0.051,-0.191,0.107,-0.033,-0.152,-0.216,-0.231,-0.093,0.171,0.207,0.154,-0.034,-0.215,0.124
-0.042,-0.021,0.007,-0.114,0.069,-0.034,-0.314,-0.388,-0.342,0.283,-0.171,-0.366,-0.296,-0.182,-0.017,0.256,-0.295,-0.246
0.231,0.369,0.313,-0.242,0.406,0.475,-0.192,-0.298,-0.252,0.026,-0.359,-0.23,0.125,0.114,0.052,0.025,-0.115,-0.025
-0.027,0.157,0.303,0.038,-0.116,0.11,-0.142,-0.039,0.087,0.033,-0.263,-0.088,-0.284,-0.152,0.04,0.344,-0.546,-0.195
-0.014,0.01,0.024,0.03,0.104,0.001,0.213,0.213,0.123,0.065,0.238,0.273,0.232,0.153,0.012,-0.279,0.017,0.167
-0.231,-0.048,0.141,0.183,0.041,-0.053,0.031,-0.046,-0.099,0.103,-0.088,-0.022,0.068,-0.08,-0.184,-0.058,-0.195,-0.116
-0.108,-0.196,-0.194,-0.051,-0.238,-0.145,-0.115,0.121,0.287,0.135,0.241,0.18,-0.085,0.004,0.083,-0.075,0.134,0.007
-0.23,-0.106,0.042,0.302,-0.336,-0.141,-0.25,-0.136,0.013,0.182,-0.333,-0.18,-0.238,-0.084,0.083,0.214,-0.269,-0.11
0.184,0.183,0.121,0.026,-0.011,0.17,-0.048,0.044,0.104,0.214,-0.11,0.079,-0.022,-0.013,0.001,-0.008,-0.199,0.035
-0.208,-0.282,-0.23,0.138,-0.11,-0.302,0.108,-0.107,-0.193,0.052,-0.019,-0.165,0.266,0.104,-0.023,-0.252,0.033,0.03
-0.232,-0.201,-0.109,0.232,-0.279,-0.303,-0.03,0.146,0.245,-0.029,-0.028,0.031,0.401,0.3,0.115,0.12,0.022,0.369
-0.125,-0.309,-0.373,-0.133,0.064,-0.207,-0.291,-0.273,-0.174,0.201,-0.05,-0.218,-0.05,0.004,0.05,0.296,-0.38,-0.009
-0.127,-0.116,-0.063,-0.012,-0.32,-0.154,-0.252,-0.187,-0.065,0.171,-0.084,-0.149,-0.308,-0.24,-0.094,0.088,-0.399,-0.225
-0.209,-0.188,-0.093,0.134,0.242,-0.118,-0.012,-0.284,-0.34,0.03,0.044,-0.311,0.146,-0.12,-0.242,0.238,-0.067,-0.117
-0.242,-0.212,-0.119,0.005,0.015,-0.17,-0.006,0.044,0.082,0.178,-0.032,0.037,-0.247,-0.189,-0.073,0.18,0.001,-0.208
0.008,0.109,0.16,0.006,-0.123,0.067,0.07,0.019,-0.024,0.283,0.026,0.022,0.144,0.233,0.243,0.062,-0.103,0.232
-0.007,0.117,0.188,0.041,-0.221,0.076,-0.148,-0.031,0.101,0.111,0.127,-0.001,-0.237,0.052,0.321,0.175,0.091,0.066
-0.106,-0.041,0.027,-0.166,0.102,-0.079,-0.084,-0.055,-0.015,0.01,-0.154,-0.045,0.097,0.354,0.434,0.084,0.345,0.359
-0.415,-0.372,-0.144,0.099,-0.024,-0.377,0.083,0.263,0.317,0.213,0.028,0.234,0.131,0.231,0.219,0.063,0.156,0.226
-0.104,-0.359,-0.374,-0.168,-0.014,-0.463,-0.135,-0.241,-0.204,0.002,0.039,-0.147,0.091,-0.04,-0.123,-0.025,-0.129,-0.116
-0.163,0.069,0.222,0.186,0.059,0.147,0.393,0.313,0.103,-0.192,0.237,0.298,0.022,-0.069,-0.109,-0.009,-0.202,-0.137
